customerid,country,distinct_orders,revenue
17783,United Kingdom,2,$283.47
15121,United Kingdom,2,$457.72
16441,United Kingdom,2,$381.20
16835,United Kingdom,2,$180.85
12739,United Arab Emirates,2,"$1,013.04"
15649,United Kingdom,2,$816.00
13455,United Kingdom,2,"$1,058.34"
13954,United Kingdom,2,$439.92
14501,United Kingdom,2,$251.21
16644,United Kingdom,2,$833.78
15230,United Kingdom,2,$429.60
14448,United Kingdom,2,$375.35
15393,United Kingdom,2,$231.86
14037,United Kingdom,2,$147.20
14050,United Kingdom,2,$746.36
16986,United Kingdom,2,"$1,873.20"
17029,United Kingdom,2,$716.00
17772,United Kingdom,2,$182.77
14918,United Kingdom,2,"$1,610.15"
16916,United Kingdom,2,$576.26
16552,United Kingdom,2,$379.73
14754,United Kingdom,2,$638.05
14020,United Kingdom,2,$642.80
16036,United Kingdom,2,$758.92
16134,United Kingdom,2,$618.09
15690,United Kingdom,2,$239.76
16897,United Kingdom,2,$289.78
17235,United Kingdom,2,$550.06
16968,United Kingdom,2,$439.43
16189,United Kingdom,2,$215.48
13224,United Kingdom,2,"$2,155.95"
13672,United Kingdom,2,$186.39
16838,United Kingdom,2,$588.85
14644,United Kingdom,2,$830.76
14882,United Kingdom,2,$589.70
12865,Austria,2,"$1,568.23"
15918,United Kingdom,2,$334.23
13046,United Kingdom,2,$629.31
12908,United Kingdom,2,$750.00
13365,United Kingdom,2,"$2,225.37"
14920,United Kingdom,2,$977.77
13711,United Kingdom,2,$252.06
15654,United Kingdom,2,$922.53
14857,United Kingdom,2,"$1,173.12"
17658,United Kingdom,2,$595.42
14548,United Kingdom,2,$652.80
17339,United Kingdom,2,$243.36
15894,United Kingdom,2,$263.55
14520,United Kingdom,2,$270.60
17387,United Kingdom,2,$784.11
13754,United Kingdom,2,$282.60
12895,United Kingdom,2,$372.80
12435,Denmark,2,"$7,829.89"
16449,United Kingdom,2,$707.69
13822,United Kingdom,2,$632.00
13476,United Kingdom,2,"$1,238.47"
16322,United Kingdom,2,$326.75
15246,United Kingdom,2,$514.15
17540,United Kingdom,2,$578.90
15636,United Kingdom,2,$724.76
14108,United Kingdom,2,$597.91
16160,United Kingdom,2,"$1,025.44"
13589,United Kingdom,2,$379.65
17711,United Kingdom,2,$385.10
13431,United Kingdom,2,"$1,269.10"
15522,United Kingdom,2,$398.84
14346,United Kingdom,2,"$1,021.58"
12377,Switzerland,2,"$1,628.12"
17664,United Kingdom,2,$604.64
15012,United Kingdom,2,$423.04
16250,United Kingdom,2,$389.44
12546,Spain,2,"$1,161.50"
18030,United Kingdom,2,$230.65
16212,United Kingdom,2,$690.34
16653,United Kingdom,2,"$1,212.66"
16698,United Kingdom,2,"$1,998.00"
18196,United Kingdom,2,$689.13
14517,United Kingdom,2,$330.45
17931,United Kingdom,2,$408.36
14154,United Kingdom,2,"$1,345.62"
12547,Spain,2,$207.80
12386,Australia,2,$401.90
13040,United Kingdom,2,$676.99
13929,United Kingdom,2,$842.65
14396,United Kingdom,2,$487.99
14023,United Kingdom,2,$584.07
16788,United Kingdom,2,$597.48
17119,United Kingdom,2,$606.91
13283,United Kingdom,2,$93.66
18156,United Kingdom,2,$734.94
13493,Switzerland,2,$618.63
12589,France,2,$646.68
15653,United Kingdom,2,$877.44
13885,United Kingdom,2,$506.80
14853,United Kingdom,2,$475.80
17250,United Kingdom,2,$384.52
13657,United Kingdom,2,$382.14
17786,United Kingdom,2,$278.74
17166,United Kingdom,2,$206.34
15573,United Kingdom,2,$607.45
18005,United Kingdom,2,$249.72
16208,United Kingdom,2,$664.26
16603,United Kingdom,2,$482.47
13791,United Kingdom,2,"$1,516.00"
12886,United Kingdom,2,"$1,378.40"
12559,Germany,2,$561.71
12758,Portugal,2,"$2,791.59"
16119,United Kingdom,2,$423.36
12358,Austria,2,"$1,168.06"
17194,United Kingdom,2,$262.62
14597,United Kingdom,2,$883.15
17080,United Kingdom,2,$287.62
16368,United Kingdom,2,$497.43
14193,United Kingdom,2,$853.39
17900,United Kingdom,2,$112.20
14306,United Kingdom,2,"$2,093.32"
15103,United Kingdom,2,$703.36
12832,United Kingdom,2,$383.03
15526,United Kingdom,2,$148.44
14985,United Kingdom,2,$296.75
12585,Germany,2,"$2,040.10"
13726,United Kingdom,2,"$1,079.66"
12512,Israel,2,$138.03
13731,United Kingdom,2,$610.59
14555,United Kingdom,2,$324.14
13718,United Kingdom,2,$306.55
12857,United Kingdom,2,"$1,106.40"
15757,United Kingdom,2,$714.42
17446,United Kingdom,2,$120.90
16070,United Kingdom,2,$852.15
15406,United Kingdom,2,$510.71
15963,United Kingdom,2,$470.76
13350,United Kingdom,2,$979.12
14128,United Kingdom,2,$637.50
13233,United Kingdom,2,$605.12
16957,United Kingdom,2,$416.64
16411,United Kingdom,2,$214.65
17969,United Kingdom,2,$228.20
17004,United Kingdom,2,"$1,412.94"
15829,United Kingdom,2,$636.14
13005,United Kingdom,2,$513.70
12991,United Kingdom,2,$503.76
18024,United Kingdom,2,$389.78
13817,Germany,2,$382.98
14628,United Kingdom,2,$671.96
13930,United Kingdom,2,$337.34
13918,United Kingdom,2,"$1,212.84"
15531,United Kingdom,2,"$2,007.44"
12784,Portugal,2,$574.42
14389,United Kingdom,2,"$1,043.46"
16629,United Kingdom,2,$417.73
17630,United Kingdom,2,$503.60
16828,United Kingdom,2,$128.50
15800,United Kingdom,2,$699.08
14356,United Kingdom,2,$701.23
16855,United Kingdom,2,$328.40
17105,United Kingdom,2,$665.78
14470,United Kingdom,2,$461.19
13566,United Kingdom,2,$874.71
13579,United Kingdom,2,$467.04
13805,United Kingdom,2,$924.60
15889,United Kingdom,2,$446.87
17265,United Kingdom,2,$562.90
15433,United Kingdom,2,$533.30
17749,United Kingdom,2,$674.52
15030,United Kingdom,2,$518.28
15071,United Kingdom,2,$982.07
17397,United Kingdom,2,$696.41
12410,Switzerland,2,$693.33
16414,United Kingdom,2,$126.25
14162,United Kingdom,2,$289.36
17190,United Kingdom,2,$444.74
14624,United Kingdom,2,$225.85
17186,United Kingdom,2,$144.00
15252,United Kingdom,2,$740.78
16667,United Kingdom,2,$570.13
14915,United Kingdom,2,$307.48
12981,United Kingdom,2,$372.22
14788,United Kingdom,2,$679.44
13933,United Kingdom,2,$608.79
13760,United Kingdom,2,$286.79
15813,United Kingdom,2,"$1,303.91"
14819,United Kingdom,2,$272.07
16808,United Kingdom,2,$288.42
13573,United Kingdom,2,$294.40
13473,United Kingdom,2,$422.64
12616,France,2,$713.30
16311,United Kingdom,2,$616.26
12457,Cyprus,2,$392.70
15951,United Kingdom,2,$708.22
15579,United Kingdom,2,$348.60
14539,United Kingdom,2,$537.48
16244,United Kingdom,2,"$1,522.75"
13255,United Kingdom,2,$399.51
14379,United Kingdom,2,$348.10
13563,United Kingdom,2,$777.53
12630,Finland,2,"$1,270.88"
17934,United Kingdom,2,$704.25
17624,United Kingdom,2,$843.48
12452,Switzerland,2,$430.57
15840,United Kingdom,2,$355.56
12438,Norway,2,"$2,906.85"
14496,United Kingdom,2,$538.81
16863,United Kingdom,2,$502.80
14960,United Kingdom,2,$221.27
13368,United Kingdom,2,$623.40
16624,United Kingdom,2,$810.57
14442,Channel Islands,2,"$1,589.82"
14220,United Kingdom,2,$632.40
13955,United Kingdom,2,$322.96
12462,Spain,2,"$1,189.59"
14491,United Kingdom,2,$340.93
15182,United Kingdom,2,$622.85
16573,United Kingdom,2,$663.61
16616,United Kingdom,2,$500.42
13904,United Kingdom,2,$332.64
13899,United Kingdom,2,$388.52
15689,United Kingdom,2,$254.10
17018,United Kingdom,2,$920.10
17155,United Kingdom,2,$251.70
12635,Germany,2,"$1,689.18"
14331,United Kingdom,2,$462.66
13792,United Kingdom,2,$195.55
13292,United Kingdom,2,$578.94
14658,United Kingdom,2,$247.15
17555,United Kingdom,2,$483.26
16376,United Kingdom,2,$987.01
15184,United Kingdom,2,$406.76
12458,Switzerland,2,$947.40
12465,Belgium,2,$742.19
15469,United Kingdom,2,$538.55
16716,United Kingdom,2,$901.20
15512,United Kingdom,2,$121.00
14778,United Kingdom,2,$730.86
13569,United Kingdom,2,$373.75
14284,United Kingdom,2,$595.25
13404,United Kingdom,2,$252.49
12572,Germany,2,"$1,020.42"
17704,United Kingdom,2,$885.19
14452,United Kingdom,2,$264.44
15763,United Kingdom,2,"$1,086.92"
17157,United Kingdom,2,$319.00
12755,Japan,2,"$3,811.95"
16354,United Kingdom,2,$395.80
17078,United Kingdom,2,$378.20
17594,United Kingdom,2,$993.18
16852,United Kingdom,2,$144.91
14053,United Kingdom,2,$260.25
12967,United Kingdom,2,"$1,660.90"
15791,United Kingdom,2,"$1,612.69"
17081,United Kingdom,2,$290.16
12793,Portugal,2,$545.48
13952,United Kingdom,2,"$3,251.07"
14164,United Kingdom,2,"$1,631.77"
17321,United Kingdom,2,$700.86
14416,United Kingdom,2,$490.22
15977,United Kingdom,2,"$1,054.73"
16674,United Kingdom,2,$319.61
14320,United Kingdom,2,$477.79
13416,United Kingdom,2,$712.50
15948,United Kingdom,2,$955.24
14264,United Kingdom,2,$333.97
18146,United Kingdom,2,$160.35
18001,United Kingdom,2,$417.23
18154,United Kingdom,2,$399.19
15213,United Kingdom,2,$328.35
12882,United Kingdom,2,"$1,463.04"
15612,United Kingdom,2,$195.15
18160,United Kingdom,2,$638.06
14965,United Kingdom,2,$599.00
12461,Switzerland,2,$826.88
16883,United Kingdom,2,$276.73
16484,United Kingdom,2,$404.30
13396,United Kingdom,2,"$1,360.99"
15384,United Kingdom,2,$642.41
18183,United Kingdom,2,$632.07
17462,United Kingdom,2,$675.69
15366,United Kingdom,2,$602.51
17742,United Kingdom,2,$355.11
14896,United Kingdom,2,$468.77
14481,United Kingdom,2,$636.51
17229,United Kingdom,2,$318.76
17505,United Kingdom,2,"$1,145.84"
16689,United Kingdom,2,$422.60
12646,USA,2,"$1,346.97"
15852,United Kingdom,2,$160.71
18112,United Kingdom,2,$352.69
14987,United Kingdom,2,$326.40
17604,United Kingdom,2,$309.36
13329,United Kingdom,2,$789.00
13028,United Kingdom,2,$661.32
15695,United Kingdom,2,$409.98
12985,United Kingdom,2,"$1,239.38"
17507,United Kingdom,2,$605.58
14904,United Kingdom,2,"$1,025.44"
17695,United Kingdom,2,$765.34
17100,United Kingdom,2,$971.74
13253,United Kingdom,2,"$1,030.40"
16557,United Kingdom,2,$281.85
18087,United Kingdom,2,"$4,055.72"
13261,United Kingdom,2,$944.10
16980,United Kingdom,2,"$1,078.96"
16083,United Kingdom,2,"$1,317.62"
17566,United Kingdom,2,$901.21
14998,United Kingdom,2,$429.87
13837,United Kingdom,2,$271.24
13506,United Kingdom,2,$458.52
15104,United Kingdom,2,"$1,027.44"
16780,United Kingdom,2,$425.19
15232,United Kingdom,2,$612.06
17298,United Kingdom,2,$498.42
12604,France,2,$254.18
14664,United Kingdom,2,$637.89
12508,France,2,$398.27
13430,United Kingdom,2,$679.45
14157,United Kingdom,2,$432.88
17999,United Kingdom,2,$382.06
15648,United Kingdom,2,$657.35
18085,United Kingdom,2,$689.95
13035,United Kingdom,2,$921.88
16402,United Kingdom,2,$299.60
15724,United Kingdom,2,$218.25
12578,Italy,2,"$2,794.51"
18013,United Kingdom,2,$187.29
14427,United Kingdom,2,$363.34
13919,Denmark,2,$384.81
12849,United Kingdom,2,"$1,050.89"
17926,United Kingdom,2,$397.29
16934,United Kingdom,2,$950.93
13868,United Kingdom,2,"$3,192.54"
13085,United Kingdom,2,$416.08
15626,United Kingdom,2,$675.80
17169,United Kingdom,2,$835.78
13023,United Kingdom,2,$689.90
16374,United Kingdom,2,$473.03
15444,United Kingdom,2,"$1,418.26"
14660,United Kingdom,2,$285.74
14412,United Kingdom,2,$770.03
16230,United Kingdom,2,$542.03
15057,United Kingdom,2,"$1,489.50"
17392,United Kingdom,2,$457.91
12689,France,2,"$1,247.61"
16811,United Kingdom,2,$547.07
15850,United Kingdom,2,$238.85
17501,United Kingdom,2,$288.60
17353,United Kingdom,2,"$1,740.00"
13989,United Kingdom,2,"$1,266.08"
17781,United Kingdom,2,$188.02
15990,United Kingdom,2,$792.11
13272,United Kingdom,2,$276.56
13133,United Kingdom,2,$109.80
14512,United Kingdom,2,$275.28
14656,United Kingdom,2,$291.05
12455,Cyprus,2,"$1,698.90"
13787,United Kingdom,2,$309.04
12468,Germany,2,$729.54
18101,United Kingdom,2,$223.65
12596,Spain,2,$618.27
17357,United Kingdom,2,$388.14
16284,United Kingdom,2,$823.97
12816,Poland,2,$572.20
15045,United Kingdom,2,$735.66
14147,United Kingdom,2,$483.40
12701,Germany,2,$797.71
18048,United Kingdom,2,$172.29
13421,United Kingdom,2,"$1,851.08"
17423,United Kingdom,2,$698.41
14479,United Kingdom,2,$316.25
15258,United Kingdom,2,$623.16
16398,United Kingdom,2,"$1,705.80"
13417,United Kingdom,2,$640.83
17082,United Kingdom,2,"$2,003.85"
12829,United Kingdom,2,$293.00
14081,United Kingdom,2,$934.52
13651,United Kingdom,2,$94.20
13736,United Kingdom,2,$731.90
12492,Germany,2,$263.21
12522,Germany,2,$192.72
16884,United Kingdom,2,$429.84
14508,United Kingdom,2,$276.42
14551,United Kingdom,2,$186.23
17436,United Kingdom,2,$216.30
17459,United Kingdom,2,$657.30
13814,Germany,2,"$1,579.12"
12878,United Kingdom,2,$854.99
12422,Australia,2,$386.20
14780,United Kingdom,2,$447.68
16560,United Kingdom,2,$841.41
15822,United Kingdom,2,$885.47
16647,United Kingdom,2,$214.06
13557,United Kingdom,2,$584.06
15897,United Kingdom,2,$222.05
15101,United Kingdom,2,$317.53
15224,United Kingdom,2,$322.08
14697,United Kingdom,2,$188.61
16498,United Kingdom,2,$100.97
16933,United Kingdom,2,$563.23
13169,United Kingdom,2,$712.88
14620,United Kingdom,2,$412.78
13849,United Kingdom,2,"$1,537.95"
12406,Denmark,2,"$3,415.30"
12930,United Kingdom,2,$415.80
17290,United Kingdom,2,$525.24
12987,United Kingdom,2,$558.70
18040,United Kingdom,2,$357.20
14335,Germany,2,$468.26
16723,United Kingdom,2,$589.15
14893,United Kingdom,2,"$1,237.85"
12582,Finland,2,$511.36
12872,United Kingdom,2,$599.97
13761,United Kingdom,2,"$1,070.65"
13248,United Kingdom,2,$465.68
15068,United Kingdom,2,$553.36
17608,United Kingdom,2,$193.42
17163,United Kingdom,2,$293.10
13189,United Kingdom,2,$260.68
13049,United Kingdom,2,$656.68
14354,United Kingdom,2,$163.62
15364,United Kingdom,2,$913.19
14421,United Kingdom,2,$813.11
14784,United Kingdom,2,$289.99
13496,United Kingdom,2,$653.33
12504,Germany,2,$482.05
13402,United Kingdom,2,$621.23
13596,United Kingdom,2,$697.04
13388,United Kingdom,2,$677.10
17414,United Kingdom,2,$778.00
15919,United Kingdom,2,$639.89
14862,United Kingdom,2,$841.20
12717,Greece,2,"$1,030.98"
12625,Germany,2,"$2,683.82"
17595,United Kingdom,2,$388.79
14114,United Kingdom,2,$386.53
17913,United Kingdom,2,$411.60
12842,United Kingdom,2,"$1,118.99"
12735,France,2,$779.57
14067,United Kingdom,2,$374.70
17430,United Kingdom,2,$265.76
12888,United Kingdom,2,$354.12
15198,United Kingdom,2,$193.64
15713,United Kingdom,2,$356.70
17031,United Kingdom,2,$380.35
12815,Poland,2,"$1,063.46"
14947,United Kingdom,2,$290.82
15714,United Kingdom,2,$330.88
14934,Channel Islands,2,"$1,890.94"
16506,United Kingdom,2,$90.30
14651,United Kingdom,2,$654.60
13221,United Kingdom,2,$847.41
14690,United Kingdom,2,$371.70
17256,United Kingdom,2,$240.00
15599,United Kingdom,2,$761.74
12379,Belgium,2,$852.24
14323,United Kingdom,2,$605.06
12653,Israel,2,"$2,209.85"
17679,United Kingdom,2,"$1,992.11"
16446,United Kingdom,2,"$168,472.49"
13917,United Kingdom,2,$272.04
17223,United Kingdom,2,$426.79
16567,United Kingdom,2,$865.60
14785,United Kingdom,2,$77.40
13675,United Kingdom,2,$486.82
15274,United Kingdom,2,$716.57
17432,United Kingdom,2,$365.76
17334,United Kingdom,2,$307.02
14377,United Kingdom,2,$617.05
12371,Switzerland,2,"$1,887.96"
15847,United Kingdom,2,$389.27
15935,United Kingdom,2,$416.86
13565,United Kingdom,2,$240.22
15123,United Kingdom,2,"$2,199.31"
16048,United Kingdom,2,$256.44
17889,United Kingdom,2,$203.87
17277,United Kingdom,2,"$1,065.35"
15494,United Kingdom,2,"$1,299.23"
15244,United Kingdom,2,$631.57
17466,United Kingdom,2,$763.28
14140,United Kingdom,2,$935.05
12762,Portugal,2,"$1,898.52"
18158,United Kingdom,2,$453.40
13223,United Kingdom,2,$163.20
18078,United Kingdom,2,$336.13
12844,United Kingdom,2,$325.96
17425,United Kingdom,2,$759.17
16217,United Kingdom,2,$304.25
13497,United Kingdom,2,$348.05
17362,United Kingdom,2,$312.23
18018,United Kingdom,2,$122.14
13972,United Kingdom,2,$190.25
15139,United Kingdom,2,$178.96
16861,United Kingdom,2,$173.76
13962,United Kingdom,2,$169.55
14242,United Kingdom,2,$280.55
12962,United Kingdom,2,$266.39
15265,United Kingdom,2,"$1,506.12"
17221,United Kingdom,2,$335.13
16634,United Kingdom,2,$217.90
16952,United Kingdom,2,$167.61
17468,United Kingdom,2,$137.00
17854,United Kingdom,2,$311.26
17733,United Kingdom,2,$692.19
12694,France,2,$869.67
18095,United Kingdom,2,$580.05
17237,United Kingdom,2,$314.69
13780,United Kingdom,2,$360.01
17232,United Kingdom,2,$421.52
17537,United Kingdom,2,$897.62
16229,United Kingdom,2,"$1,010.60"
15315,United Kingdom,2,$570.50
13914,United Kingdom,2,$626.45
12535,France,2,$716.35
13434,United Kingdom,2,$534.24
16859,United Kingdom,2,$747.81
17453,United Kingdom,2,$486.72
16747,United Kingdom,2,$836.06
15700,United Kingdom,2,$696.68
12904,United Kingdom,2,$509.58
15349,United Kingdom,2,$473.81
16372,United Kingdom,2,$367.93
15762,United Kingdom,2,$583.75
14815,United Kingdom,2,$778.50
14817,United Kingdom,2,"$1,110.34"
16454,United Kingdom,2,$6.90
16620,United Kingdom,2,$178.96
18064,United Kingdom,2,$814.00
17642,United Kingdom,2,$712.29
16685,United Kingdom,2,$324.24
14768,United Kingdom,2,$192.60
15211,United Kingdom,2,$894.41
17668,United Kingdom,2,$347.75
14256,United Kingdom,2,$969.06
12424,Australia,2,"$1,760.96"
17242,United Kingdom,2,"$1,135.04"
16384,United Kingdom,2,$584.50
14550,United Kingdom,2,$765.62
16018,United Kingdom,2,$408.90
16642,United Kingdom,2,$688.33
14473,United Kingdom,2,$234.34
14905,United Kingdom,2,$616.15
15976,United Kingdom,2,$430.94
17418,United Kingdom,2,$463.46
13453,United Kingdom,2,$356.98
17674,United Kingdom,2,$551.04
16240,United Kingdom,2,"$3,718.80"
16499,United Kingdom,2,$365.45
15468,United Kingdom,2,$467.51
16383,United Kingdom,2,$668.36
12719,France,2,$644.95
14451,United Kingdom,2,$662.59
17255,United Kingdom,2,$298.41
12365,Cyprus,2,$641.38
12431,Belgium,2,$972.78
14921,United Kingdom,2,"$1,316.07"
14261,United Kingdom,2,"$1,163.45"
17771,United Kingdom,2,$245.81
14024,United Kingdom,2,$327.70
15014,United Kingdom,2,$260.17
17898,United Kingdom,2,$152.06
17672,United Kingdom,2,"$3,178.17"
13744,United Kingdom,2,"$1,156.36"
18143,United Kingdom,2,"$1,000.16"
16268,United Kingdom,2,$667.65
12571,France,2,$519.61
17144,United Kingdom,2,$984.57
16080,United Kingdom,2,$217.16
15732,United Kingdom,2,$294.12
12624,France,2,$641.13
14009,United Kingdom,2,$695.61
13294,United Kingdom,2,$873.74
12384,Switzerland,2,$585.27
12944,United Kingdom,2,$604.51
17259,United Kingdom,2,$603.37
12592,Germany,2,$437.60
12876,Belgium,2,"$2,218.02"
16984,United Kingdom,2,"$4,481.35"
17503,United Kingdom,2,$558.96
13420,United Kingdom,2,$159.85
14645,United Kingdom,2,$597.09
16825,United Kingdom,2,$775.18
15287,United Kingdom,2,$486.69
16031,United Kingdom,2,$548.94
17376,United Kingdom,2,$203.20
13544,United Kingdom,2,$291.41
14643,United Kingdom,2,$693.81
14851,United Kingdom,2,$511.35
14272,United Kingdom,2,$437.96
13122,United Kingdom,2,$922.39
16243,United Kingdom,2,$409.10
16364,United Kingdom,2,$707.04
16999,United Kingdom,2,$484.82
18190,United Kingdom,2,$284.46
18270,United Kingdom,2,$283.15
12871,United Kingdom,2,$380.64
16824,United Kingdom,2,$460.64
16200,United Kingdom,2,"$1,080.62"
17707,United Kingdom,2,$152.40
16109,United Kingdom,2,$611.88
12838,United Kingdom,2,$683.13
15239,United Kingdom,2,$780.59
17447,United Kingdom,2,$541.53
17189,United Kingdom,2,$384.40
18218,United Kingdom,2,$662.08
14544,United Kingdom,2,"$2,024.45"
13068,United Kingdom,2,$344.00
17330,United Kingdom,2,$363.90
12516,Germany,2,"$1,312.06"
14995,United Kingdom,2,$233.23
16149,United Kingdom,2,$280.52
15339,United Kingdom,2,$574.07
14236,United Kingdom,2,$490.86
18205,United Kingdom,2,$517.36
16121,United Kingdom,2,$867.11
16427,United Kingdom,2,$241.06
12716,France,2,"$1,053.49"
17935,United Kingdom,2,$145.79
15492,United Kingdom,2,$659.46
13799,United Kingdom,2,$688.86
16313,United Kingdom,2,$274.15
17267,United Kingdom,2,$317.62
14179,United Kingdom,2,$719.78
14682,United Kingdom,2,$52.00
16347,United Kingdom,2,$887.65
15883,United Kingdom,2,$396.48
15205,United Kingdom,2,$653.24
14538,United Kingdom,2,$388.25
12510,Spain,2,$982.57
18147,United Kingdom,2,$179.34
18151,United Kingdom,2,$653.35
13321,United Kingdom,2,$567.36
14761,United Kingdom,2,$255.90
13311,United Kingdom,2,$598.57
14240,United Kingdom,2,$890.34
14570,United Kingdom,2,$218.06
13109,United Kingdom,2,$786.54
17254,United Kingdom,2,$272.44
17134,United Kingdom,2,$425.00
13730,United Kingdom,2,$752.60
14636,United Kingdom,2,$609.85
15661,United Kingdom,2,$309.80
17549,United Kingdom,2,$148.86
18228,United Kingdom,2,$779.90
14029,United Kingdom,2,$467.66
13960,United Kingdom,2,$230.22
17666,United Kingdom,2,$728.16
15223,United Kingdom,2,$755.75
14625,United Kingdom,2,$899.63
15424,United Kingdom,2,$383.34
14002,United Kingdom,2,$529.73
13066,United Kingdom,2,$470.80
15565,United Kingdom,2,$173.16
15429,United Kingdom,2,$397.35
14205,United Kingdom,2,$466.70
17795,United Kingdom,2,$350.39
12397,Belgium,2,"$2,409.90"
13727,United Kingdom,2,$333.48
18265,United Kingdom,2,$801.51
17788,United Kingdom,2,"$1,117.90"
16053,United Kingdom,2,"$1,511.95"
17584,United Kingdom,2,"$1,242.30"
15478,United Kingdom,2,"$1,441.42"
15949,United Kingdom,2,$364.72
13173,United Kingdom,2,$353.65
16253,United Kingdom,2,"$3,683.86"
15967,United Kingdom,2,$418.83
13467,United Kingdom,2,"$1,083.71"
16805,United Kingdom,2,$460.59
17252,United Kingdom,2,$353.86
12875,United Kingdom,2,$343.23
13888,United Kingdom,2,$605.63
16693,United Kingdom,2,$482.01
13823,United Kingdom,2,$957.66
14670,United Kingdom,2,$411.53
12822,United Kingdom,2,$948.88
15872,United Kingdom,2,$360.93
17760,United Kingdom,2,$287.59
15092,United Kingdom,2,$457.81
14855,United Kingdom,2,$645.65
14629,United Kingdom,2,$959.01
17890,United Kingdom,2,$602.09
14875,United Kingdom,2,"$1,465.32"
16692,United Kingdom,2,"$1,276.00"
15402,United Kingdom,2,$626.77
15821,United Kingdom,2,$570.96
17409,United Kingdom,2,$771.85
12915,United Kingdom,2,$363.65
12763,Japan,2,$494.08
17495,United Kingdom,2,$497.56
15186,United Kingdom,2,$411.41
13529,United Kingdom,2,$307.76
17946,United Kingdom,2,$149.58
13034,United Kingdom,2,$642.77
