customerid,country,distinctorders,revenue
12556,Spain,2,603.71
12510,Spain,2,982.57
12596,Spain,2,618.27
12944,United Kingdom,2,604.51
12940,United Kingdom,2,913.54
12925,United Kingdom,2,694.05
12930,United Kingdom,2,415.8
12991,United Kingdom,2,503.76
12967,United Kingdom,2,1660.9
12981,United Kingdom,2,372.22
12985,United Kingdom,2,1239.38
12987,United Kingdom,2,558.7
12962,United Kingdom,2,266.39
12895,United Kingdom,2,372.8
12897,United Kingdom,2,216.5
12882,United Kingdom,2,1463.04
12886,United Kingdom,2,1378.4
12888,United Kingdom,2,354.12
12908,United Kingdom,2,750
12904,United Kingdom,2,509.58
12915,United Kingdom,2,363.65
12849,United Kingdom,2,1050.89
12844,United Kingdom,2,325.96
12842,United Kingdom,2,1118.99
12857,United Kingdom,2,1106.4
12878,United Kingdom,2,854.99
12871,United Kingdom,2,380.64
12872,United Kingdom,2,599.97
12875,United Kingdom,2,343.23
13122,United Kingdom,2,922.39
13133,United Kingdom,2,109.8
13109,United Kingdom,2,786.54
13083,United Kingdom,2,303.75
13085,United Kingdom,2,416.08
13023,United Kingdom,2,689.9
13005,United Kingdom,2,513.7
13040,United Kingdom,2,676.99
13046,United Kingdom,2,629.31
13030,United Kingdom,2,799.48
13032,United Kingdom,2,1010.18
13034,United Kingdom,2,642.77
13035,United Kingdom,2,921.88
13066,United Kingdom,2,470.8
13068,United Kingdom,2,344
13049,United Kingdom,2,656.68
13028,United Kingdom,2,661.32
13283,United Kingdom,2,93.66
13292,United Kingdom,2,578.94
13294,United Kingdom,2,873.74
13272,United Kingdom,2,276.56
13276,United Kingdom,2,590.93
13261,United Kingdom,2,944.1
13253,United Kingdom,2,1030.4
13255,United Kingdom,2,399.51
13248,United Kingdom,2,465.68
13221,United Kingdom,2,847.41
13223,United Kingdom,2,163.2
13224,United Kingdom,2,2155.95
13233,United Kingdom,2,605.12
13236,United Kingdom,2,744.85
13173,United Kingdom,2,353.65
13169,United Kingdom,2,712.88
13165,United Kingdom,2,1021.48
13189,United Kingdom,2,260.68
13192,United Kingdom,2,911.94
13207,United Kingdom,2,250.26
13420,United Kingdom,2,159.85
13421,United Kingdom,2,1851.08
13416,United Kingdom,2,712.5
13417,United Kingdom,2,640.83
13430,United Kingdom,2,679.45
13431,United Kingdom,2,1269.1
13434,United Kingdom,2,534.24
13467,United Kingdom,2,1083.71
13460,United Kingdom,2,183.44
13452,United Kingdom,2,590
13453,United Kingdom,2,356.98
13455,United Kingdom,2,1058.34
13473,United Kingdom,2,422.64
13470,United Kingdom,2,165
13476,United Kingdom,2,1238.47
13479,United Kingdom,2,300.95
13388,United Kingdom,2,677.1
13402,United Kingdom,2,621.23
13404,United Kingdom,2,252.49
13396,United Kingdom,2,1360.99
13350,United Kingdom,2,979.12
13363,United Kingdom,2,992.5
13365,United Kingdom,2,2225.37
13368,United Kingdom,2,623.4
13311,United Kingdom,2,598.57
13329,United Kingdom,2,789
13321,United Kingdom,2,567.36
14594,United Kingdom,2,379.83
14567,United Kingdom,2,1530.36
14570,United Kingdom,2,218.06
14620,United Kingdom,2,412.78
14624,United Kingdom,2,225.85
14625,United Kingdom,2,899.63
14628,United Kingdom,2,671.96
14629,United Kingdom,2,959.01
14597,United Kingdom,2,883.15
14643,United Kingdom,2,693.81
14644,United Kingdom,2,830.76
14645,United Kingdom,2,597.09
14682,United Kingdom,2,52
14690,United Kingdom,2,371.7
14697,United Kingdom,2,188.61
14636,United Kingdom,2,609.85
14651,United Kingdom,2,654.6
14658,United Kingdom,2,247.15
14656,United Kingdom,2,291.05
14670,United Kingdom,2,411.53
14672,United Kingdom,2,765.55
14664,United Kingdom,2,637.89
14660,United Kingdom,2,285.74
14538,United Kingdom,2,388.25
14539,United Kingdom,2,537.48
14555,United Kingdom,2,324.14
14544,United Kingdom,2,2024.45
14548,United Kingdom,2,652.8
14550,United Kingdom,2,765.62
14551,United Kingdom,2,186.23
14512,United Kingdom,2,275.28
14508,United Kingdom,2,276.42
14517,United Kingdom,2,330.45
14520,United Kingdom,2,270.6
14448,United Kingdom,2,375.35
14470,United Kingdom,2,461.19
14451,United Kingdom,2,662.59
14452,United Kingdom,2,264.44
14473,United Kingdom,2,234.34
14479,United Kingdom,2,316.25
14481,United Kingdom,2,636.51
14491,United Kingdom,2,340.93
14501,United Kingdom,2,251.21
14495,United Kingdom,2,123.8
14496,United Kingdom,2,538.81
14162,United Kingdom,2,289.36
14147,United Kingdom,2,483.4
14150,United Kingdom,2,658.64
14152,United Kingdom,2,621.29
14154,United Kingdom,2,1345.62
14157,United Kingdom,2,432.88
14138,United Kingdom,2,982.38
14140,United Kingdom,2,935.05
14114,United Kingdom,2,386.53
14164,United Kingdom,2,1631.77
14179,United Kingdom,2,719.78
14193,United Kingdom,2,853.39
14205,United Kingdom,2,466.7
14195,United Kingdom,2,1012
14245,United Kingdom,2,1693.45
14236,United Kingdom,2,490.86
14240,United Kingdom,2,890.34
14242,United Kingdom,2,280.55
14256,United Kingdom,2,969.06
14264,United Kingdom,2,333.97
14261,United Kingdom,2,1163.45
14220,United Kingdom,2,632.4
14331,United Kingdom,2,462.66
14338,United Kingdom,2,588.22
14323,United Kingdom,2,605.06
14320,United Kingdom,2,477.79
14306,United Kingdom,2,2093.32
14284,United Kingdom,2,595.25
14272,United Kingdom,2,437.96
14427,United Kingdom,2,363.34
14421,United Kingdom,2,813.11
14416,United Kingdom,2,490.22
14412,United Kingdom,2,770.03
14377,United Kingdom,2,617.05
14379,United Kingdom,2,348.1
14354,United Kingdom,2,163.62
14356,United Kingdom,2,701.23
14346,United Kingdom,2,1021.58
14389,United Kingdom,2,1043.46
14396,United Kingdom,2,487.99
14023,United Kingdom,2,584.07
14024,United Kingdom,2,327.7
14029,United Kingdom,2,467.66
14009,United Kingdom,2,695.61
14020,United Kingdom,2,642.8
14037,United Kingdom,2,147.2
14002,United Kingdom,2,529.73
13989,United Kingdom,2,1266.08
13972,United Kingdom,2,190.25
13978,United Kingdom,2,196.79
14128,United Kingdom,2,637.5
14108,United Kingdom,2,597.91
14104,United Kingdom,2,216.21
14081,United Kingdom,2,934.52
14067,United Kingdom,2,374.7
14050,United Kingdom,2,746.36
14053,United Kingdom,2,260.25
13885,United Kingdom,2,506.8
13888,United Kingdom,2,605.63
13868,United Kingdom,2,3192.54
13805,United Kingdom,2,924.6
13821,United Kingdom,2,385.64
13822,United Kingdom,2,632
13823,United Kingdom,2,957.66
13849,United Kingdom,2,1537.95
13837,United Kingdom,2,271.24
13954,United Kingdom,2,439.92
13955,United Kingdom,2,322.96
13960,United Kingdom,2,230.22
13962,United Kingdom,2,169.55
13904,United Kingdom,2,332.64
13952,United Kingdom,2,3251.07
13899,United Kingdom,2,388.52
13929,United Kingdom,2,842.65
13930,United Kingdom,2,337.34
13931,United Kingdom,2,1237.53
13933,United Kingdom,2,608.79
13914,United Kingdom,2,626.45
13917,United Kingdom,2,272.04
13918,United Kingdom,2,1212.84
13496,United Kingdom,2,653.33
13497,United Kingdom,2,348.05
13506,United Kingdom,2,458.52
13544,United Kingdom,2,291.41
13525,United Kingdom,2,628.78
13548,United Kingdom,2,682.41
13529,United Kingdom,2,307.76
13531,United Kingdom,2,483.8
13557,United Kingdom,2,584.06
13596,United Kingdom,2,697.04
13601,United Kingdom,2,693.32
13579,United Kingdom,2,467.04
13589,United Kingdom,2,379.65
13565,United Kingdom,2,240.22
13566,United Kingdom,2,874.71
13569,United Kingdom,2,373.75
13563,United Kingdom,2,777.53
13573,United Kingdom,2,294.4
13711,United Kingdom,2,252.06
13718,United Kingdom,2,306.55
13707,United Kingdom,2,806.41
13659,United Kingdom,2,1573.2
13669,United Kingdom,2,218.55
13672,United Kingdom,2,186.39
13673,United Kingdom,2,396.92
13675,United Kingdom,2,486.82
13649,United Kingdom,2,346.6
13651,United Kingdom,2,94.2
13655,United Kingdom,2,932.97
13656,United Kingdom,2,379.65
13657,United Kingdom,2,382.14
13736,United Kingdom,2,731.9
13730,United Kingdom,2,752.6
13731,United Kingdom,2,610.59
13726,United Kingdom,2,1079.66
13727,United Kingdom,2,333.48
13744,United Kingdom,2,1156.36
13759,United Kingdom,2,659.41
13760,United Kingdom,2,286.79
13761,United Kingdom,2,1070.65
13754,United Kingdom,2,282.6
13787,United Kingdom,2,309.04
13791,United Kingdom,2,1516
13792,United Kingdom,2,195.55
13780,United Kingdom,2,360.01
13799,United Kingdom,2,688.86
